A qui s'adresse l'aide directe à l'innovation ,entreprise
A qui s'adresse l'aide directe à l'innovation ,l'entreprise
Par quelles lois est régi un indigène musulman qui a la les droits de citoyen français ,la Charia
Par quelles lois est régi un indigène musulman qui a la les droits de citoyen français ,les lois civiles et politiques de la France
Par quelles lois est régi un indigène musulman qui a la les droits de citoyen français ,il est régi par les lois civiles et politiques de la France
Un algérien avait-il les mêmes droits qu'un français ,les droits y afférents étaient de toute façon remis en cause
Un algérien avait-il les mêmes droits qu'un français ,droits y afférents étaient de toute façon remis en cause
Un indigène musulman peut-il servir dans l'armée ,peut être admis à servir dans les armées
Est-ce qu'un indigène musulman peut avoir les droits d'un citoyen français ,Il peut, sur sa demande, être admis à jouir des droits de citoyen français
Par quelles lois est régi un indigène musulman qui n'a pas demandé à jouir des droits de citoyen français ,la Charia
Quand Oséo a fusionné ,2010
Comment s'appelait avant la banque publique d'investissement ,Oséo
Est-ce que le prêt doit absolument être remboursé ,remboursable en tout état de cause
Qu'est-ce qu'était l'ANVAR pour l'aide à l'innovation ,banque publique d'investissement
Qu'est-ce qu'était l'ANVAR pour l'aide à l'innovation ,modèle
Qu'est-ce que pourrait faire Oséo ,homogénéiser ses actions
Que se passe-t-il entre les divinités grecques et le mazdéisme ,syncrétisme religieux
Où est pratiqué le mazdéisme ,monde iranien
Pourquoi le culte d'Héraclès s'étend en Iran ,image de puissance associée au héros et à la parenté spirituelle avec la déification des roi-héros
Comment on sait que le culte d'héraclès a eu lieu en Iran ,lieu déjà hautement symbolique
En l'honneur de qui la statue a-t-elle été construite ,gouverneur séleucide de la satrapie
Qu'est-ce qui peut empêcher la traduction ,un certain nombre de molécules
Qu'est-ce qui peut empêcher la traduction ,un certain nombre de molécules
Sur quoi influent les macrolides et les lincosamides ,la grande sous-unité du ribosome
Comment s'appelle l'action qui bloque la croissante bactérienne ,une action antibiotique
Quel est l'effet de l'acide fusidique ,bloquent par exemple la translocation
Quel est l'effet de l'acide fusidique ,bloquent par exemple la translocation
Quels organismes sont surtout concernés par le blocage de la traduction ,les bactéries
Durant quelle saison Brodeur réalise-t-il sa centième victoire ,1996-1997
Combien de blanchissages fait Brodeur en 1996-1997 ,10
Combien Brodeur a-t-il encaissé de buts en moyenne en 1996-1997 ,1,88
Combien Brodeur a-t-il encaissé de buts en moyenne en 1996-1997 ,1,88 but par match
Quelle équipe termine première de la conférence est ,les Devils
A quel poste joue Brodeur ,gardien de but
Quelle équipe remporte la Coupe Stanley ,Devils
Quelle équipe remporte la Coupe Stanley ,Ils remportent ensuite les deux autres matchs 5-2 au New Jersey pour finalement remporter leur première Coupe Stanley de leur histoire
Quel joueur remporte le trophée de meilleur jouer des séries ,Claude Lemieux reçoit le trophée Conn Smythe du meilleur joueur des séries éliminatoires
Sur quel score les Devils éliminent les Penguins de Pittsburgh ,4 matchs à 1
Contre quelle équipe, les Devils jouent-ils la finale de la Coupe Stanley ,ils rencontrent les Red Wings de Détroit
Combien de buts a encaissé Martin Brodeur lors des séries ,sept buts
quand est ce que la Corée a été divisée ,À la fin de la Seconde Guerre mondiale
combien de personnes tuées par l'armée sud-coréenne ,60 000 personnes
par qui est soutenue la corée du sud ,États-Unis
quand est ce que le japon a envahit la corée ,1905
quand est ce que le japon a envahit la corée ,1905
quand est ce que le japon a envahit la corée ,1905
c'est quoi une DMZ,zone démilitarisée
Quand a été fondé le mouvement raëlien ,1974
Quand a été fondé le mouvement raëlien ,1974
Quand a été fondé le mouvement raëlien ,en 1974
Qui a fondé le mouvement raëlien ,Claude Vorilhon
Comment s'appelait initialement le mouvement raëlien ,MADECH
Comment s'appelait initialement le mouvement raëlien ,MADECH
Avec qui Raël aurait eu des contacts ,les « elohim
Que signifie MADECH ,mouvement pour l'accueil des Elohim créateurs de l'humanité
Que signifie MADECH ,mouvement pour l'accueil des Elohim créateurs de l'humanité
Que signifie MADECH ,mouvement pour l'accueil des Elohim créateurs de l'humanité
Quel est le titre de noblesse de Charles Gesualdo ,Charles Gesualdo, prince de Venose
D'où Charles Gesualdo est marquis ,Lamo, Rotondo et San Stefano
D'où Charles Gesualdo est marquis ,de Lamo, Rotondo et San Stefano
À quelle maison est apparenté Carlo Gesualdo ,à la maison d'Este
À qui est alliée la maison d'Este ,Carlo Gesualdo
À qui est alliée la maison d'Este ,duché de Ferrare
Quelle est la profession de Carlo Gesualdo ,musicien
En quelle année Colenso prend parti pour Langalibalele ,En 1874
Qui est le secrétaire aux Colonies ,Lord Carnarvon
Où a été emprisonné Langalibalele ,Robben Island
Où a été emprisonné Langalibalele ,à Robben Island
Contre qui prend parti Colenso ,contre le régime colonial du Natal et Shepstone
Par qui les Africains du Natal sont injustement traités ,par le régime colonial
Par qui les Africains du Natal sont injustement traités ,par le régime colonial
Dans quelle ville jouent les Blackhawks ,Chicago
Qui gagne contre les Draveurs ,équipe de Saint-Hyacinthe
Quelle équipe repêche Brodeur ,Devils du New Jersey
Combien de matchs Brodeur a t’il gagné  ,23
À quel sport joue Brodeur ,hockey
qui rend le Danemark indépendant ,Valdemar le Grand
quels pays sont conquis ,Estonie, et l'Allemagne du Nord
Quelle puissance a dominée le Danemark ,Saint-Empire
Où était l'ancienne capitale du Danemark ,Roskilde
est-ce que le Danemark controla une partie du Royaume-Uni ,À un moment ou à un autre, le royaume contrôla l’Angleterre
est-ce que le Danemark controla une partie du Royaume-Uni ,le royaume contrôla l’Angleterre
Qui a été tué ,Knut IV
Qui a été tué ,Knut IV est assassiné
Qui était le roi du danemark ,Knut IV le Saint
Qui était le roi du danemark ,Knut IV le Saint
Qui défend le danemark ,une noblesse séculière de grands propriétaires terriens
Qui défend le danemark ,Oluf Ier de Danemark
Qui défend le danemark ,une noblesse séculière de grands propriétaires terriens qui constitue le noyau de la défense du royaume
Qui est Oluf 1er ,Knut IV le Saint (1080-1086), la monarchie s'enrichit considérablement et contribue au rayonnement du Royaume, mais son pouvoir est contesté par son frère, Oluf Ier de Danemark
Combien de paysans au danemark ,700 000 personnes
Combien de paysans au danemark ,700 000 personnes
qui a été médaillé aux JO ,Denis Brodeur
qui a été médaillé aux JO ,Denis Brodeur
dans combien de clubs a joué martin ,21 saisons avec les Devils avant de jouer une dernière saison, en 2014-2015, avec les Blues
où est né martin ,Saint-Léonard, Québec, Canada
combien d'années martin à joué au hockey ,21 saisons avec les Devils avant de jouer une dernière saison, en 2014-2015
quel était le poste de Denis au hockey ,gardien de but
Comment doit etre la construction,robuste, modulaire et redondante
Comment doit etre la construction,doit d'être particulièrement robuste, modulaire et redondante
Qu entraine un mauvais choix,entraîner des conséquences sur toute la durée de la campagne
Quel type d incidents peut il se passer,explosion de vapeur, ruine due à l'usure ou la corrosion, fuite de gaz
Quel type d incidents peut il se passer,explosion de vapeur, ruine due à l'usure ou la corrosion, fuite de gaz, etc
Le haut fourneau est polluant ou pas,peu polluant
Quand est né Antoine Lavoisier ,26 août 1743
Quand est né Antoine Lavoisier ,26 août 1743
Quand est né Antoine Lavoisier ,26 août 1743
De quelle discipline Antoine Lavoisier était l’un des pères ,chimiste, philosophe et économiste français
De quelle discipline Antoine Lavoisier était l’un des pères ,chimiste
De quelle discipline Antoine Lavoisier était l’un des pères ,chimie moderne
Où est mort Antoine Lavoisier ,Paris
Qu’a inauguré Antoine Lavoisier ,méthode scientifique, à la fois expérimentale et mathématique
Quelles sont les disciplines Antoine Lavoisier pouvait enseigner ,chimiste, philosophe et économiste
Quelles sont les disciplines Antoine Lavoisier pouvait enseigner ,chimiste, philosophe et économiste
Où est né James Marangé,Soncourt-sur-Marne
Où est né James Marangé,Soncourt-sur-Marne
Quand est né James Marangé ,le 27 mai 1920
Quand est né James Marangé ,le 27 mai 1920
Quand est né James Marangé ,27 mai 1920
Que dait-il après sa retraite ,il exerça différentes responsabilités administratives ou associatives
Quels fonctions James Marangé a-t-il exercées ,Il fut secrétaire permanent du Syndicat national des instituteurs (SNI), puis secrétaire général de la Fédération de l'Éducation nationale (FEN) de 1967 à 1974
quand James Marangé est-il mort ,20 février 1987
quand James Marangé est-il mort ,20 février 1987
quand James Marangé est-il mort ,20 février 1987
Date de naissance d'Anselm Franz,21 janvier  1900
Date de naissance d'Anselm Franz,né le 21 janvier  1900
Qui est Anselm Franz,un ingénieur autrichien
Qui est Anselm Franz,un ingénieur autrichien
Quand est mort Anselm Franz, ingénieur autrichien,le 18 novembre 1994
Quand est mort Anselm Franz, ingénieur autrichien,le 18 novembre 1994
Où est mort Anselm Franz ,Bridgeport
Où est mort Anselm Franz ,à  Bridgeport (Connecticut
Qui est le pionnier du moteur à réaction ,Anselm Franz
Quel événement marque les 3 dernières œuvres de Mahler ,la mort de sa fille
Quand est décédé la fille de Mahler ,1907
A quelle saison ont été composé les 3 dernières œuvres de Mahler ,étés
A quelle saison ont été composé les 3 dernières œuvres de Mahler ,étés
Quel est le caractère de cette œuvre ,funèbre
Quel est le caractère de cette œuvre ,funèbre
Que représente les trois dernières œuvres de Mahler ,le chant du cygne du musicien
Combien de personnes travaillent au ministère des sports,100 000
Combien d'employeurs,20 000
Combien d'employeurs,20 000
Combien d'employeurs,20 000
Quel part du budget des ménages,50
Quel montant en 2003,14,2 milliards d'euros
Quel montant en 2003,14,2 milliards
Quel montant en 2019,12 milliards
Quel était le premier nom du Mahabarata ,Jaya
Comment s'est appelé le Jaya suite à la première vague d'enrichissements ,Bhārata
De quelle nature était la contribution des brahmanes au Mahabharata ,un poème
De quelle nature était la contribution des brahmanes au Mahabharata ,des traités ou considérations religieuses
Quel type de spécialiste était Louis Frédéric ,indianiste
Quel type de spécialiste était Louis Frédéric ,indianiste
A quelles religions s'opposait l'hindouisme naissant ,brahmanisme et du védisme
A quelle vitesse court le guépard quand il a faim ,à une vitesse de 100 km/h
Quel est l'abitrage énergétique pour la quête de nourriture ,compromis entre énergie dépensée et énergie acquise
Quels sont les risques qui interfèrent avec la quête de nourriture ,prédation, rivaux, absence de surveillance sur la progéniture, etc
Comment finance-t-on l'énergie des espèces animales ,par une quête de nourriture
Quelle espèce dépense peu d'énergie pour manger, mais y passe beaucoup de temps ,l’araignée
Comment s’appelle le premier élément de la 8eme colonne du tableau périodique des éléments ,ununennium
Comment s’appelle le premier élément de la 8eme colonne du tableau périodique des éléments ,ununennium
Quel est le nom de l’élément 119 du tableau périodique ,ununennium
En juin 2017, combien d’élément de la 8eme colonne du tableau périodique ont été observés ,aucun
Comment s’appelle le 2eme élément de la 8eme colonne du tableau périodique des éléments ,unbinilium
Quel est l’autre nom de « l’élément 120 » du tableau périodique ,unbinilium
Quand l'islam est arrivé dans le cachemire ,L'islam est arrivé dans le Cachemire en 1320
En 1339 qui établit la dynastie du Chah Mir ,Chah Mir
En 1339 qui établit la dynastie du Chah Mir ,En 1339, Chah Mir établit la dynastie du même nom
Qui est le premier souverain musulman du cachemire ,Malik Sadur-ud-Din, devenant le premier souverain musulman du Cachemire
Qui sont les oulémas qui ont participé à la vie religieuse du cachemire ,Sayyid Jalaluddin, Sayyid Tajuddin, Sayyid Ḥusayn Simani, Sayyid Ali Ḥamadani, Mir Muḥammad Hamadani, et Shaykh Nuruddin
Qui a convertit le chef bouddhiste Rinchan ,Sayyid Bilal Shah
Qui a convertit le chef bouddhiste Rinchan ,Sayyid Bilal Shah
Qui a convertit le chef bouddhiste Rinchan ,Sayyid Bilal Shah (aussi connu sous le nom de Bulbul Shah
En quelle année se développe le pentecôtisme ,à partir de 1900
Qu est ce que le pentecôtisme,nouvelle branche du christianisme insistant sur l'accueil de l'Esprit-Saint
Qu est ce que le pentecôtisme,nouvelle branche du christianisme
En quelle année ces pratiques ont été intégrées,années 1960
En quelle année ces pratiques ont été intégrées,1960
Quelle réactions provoque l arrivée du pentecotisme,réactions de rejet de la part des autres églises
Ou se développe le pentecôtisme,États-Unis
Ou est situé Lyon ,Située entre le Massif central à l'ouest et le massif alpin à l'est
Qu'était Lyon à l origine ,capitale des Gaules
Titre de l'archevêque de Lyon,primat des Gaules
Origine de la prospérité de Lyon,par la soierie, puis par l'apparition des industries notamment textiles, chimiques, et plus récemment, par l'industrie de l'image
Origine de la prospérité de Lyon,la soierie
Secteur de prospérité recente,industrie de l'image
Quel a été l'impact principal de la réduction des coûts de production ,la qualité des véhicules s'en trouva dégradée
Comment a réagi UAZ pour relancer ses ventes ,UAZ produit une version légèrement modifiée de l'UAZ-469
Pour quelle raison les couts de production ont dû être réduits ,Après l'effondrement de l'Union soviétique, UAZ éprouva des difficultés financières
Pour quelle raison principale les ventes de voitures UAZ avaient baissé ,mais les voitures importées se révélaient plus prestigieuses et confortables
De quand date l'apparition des difficltés de UAZ ,Après l'effondrement de l'Union soviétique
Quels composés sont toxiques pour la plupart des bactéries,Isothiocyanates
Que libère la plante lorsqu'elle est subit une attaque de phytophages,glucosinolates
Que libère la plante lorsqu'elle est subit une attaque de phytophages,Les glucosinolates
Que libère la plante lorsqu'elle est subit une attaque de phytophages,glucosinolates
Avec quoi les glucosinolates doivent être associés pour devenir un composé actif,myrosinase
Quels effets ont les huiles de moutarde sur les insectes,toxiques
Où sont les glucosinolates,dans toutes les parties de la plante
Où sont les glucosinolates,dans toutes les parties de la plante
Qui fait le meilleur temps ,TDS Racing
Qui fait le meilleur temps ,TDS Racing
Quelle est la nationalité de  Zytek,britannique
Qui est en en-tête dans la catégorie FLM ,Genoa Racing
Qui conduit pour Neil Garnier ,Phil Keen
Qui prend la deuxième place ,Phil Keen
Qui est sur le podium,Wout Poels
Qui est sur le podium,Wout Poels
Qui gagne la première étape Paris-Nice,Thomas De Gendt
De quelle Nationalité est Vacansoleil-DCM,Galicien
Quand le Galicien est-il suspendu ,novembre 2011
Quand Wout Poels est-elle sur le podiums ,6 mars
Par quoi est caractérisé rhinocéros blanc,la forme de sa lèvre
Que veut dire en français le mot néerlandais wijde ,large
Que veut dire en français le mot néerlandais wijde ,wijde (« large » en français
Comment appele-t-on rhinocéros en néerlandais ,wijde
Comment appele-t-on rhinocéros en néerlandais ,witte neushoorn
Comment appele-t-on rhinocéros en néerlandais ,neushoorn
Quelle partie du corps de rhinocéros nous permet  de savoir c'est un blanc,La peau
Quelle partie du corps de rhinocéros nous permet  de savoir c'est un blanc,lèvre
Quel la couleur de peau de rhinocéros ,grise
L'Albanie fait elle partie de l'otan ,L'Albanie fait actuellement partie de l'OTAN
L'Albanie fait elle partie de l'otan ,Albanie
Combien d'habitants à Tirana,421 286
Combien d'habitants à Tirana,421 286 habitants
Quel est le régime politique ,démocratie
Quelle est la capitale ,Tirana
Combien de personnes parlent albanais,7 millions de locuteurs
Combien de personnes parlent albanais,depuis le 27 juin 2014. De nombreux albanophones vivent par ailleurs en dehors de ses frontières : dans les Balkans, l'albanais compte 7 millions
Quel nom porte la principale instance du pouvoir exécutif de la confédération Helvétique,Le Conseil fédéral
Quel nom porte la principale instance du pouvoir exécutif de la confédération Helvétique,Conseil fédéral
Quelle est la philosophie du fonctionnement interne du Conseil fédéral,La collégialité du gouvernement
Quelles caractéristiques institutionnelles contraires sont amalgués dans le système du Conseil fédéral,un système présidentiel et un système parlementaire
Existe-t-il une position de chef de l'exécutif dans le système institutionnel Helvétique,Conseil fédéral
Existe-t-il une position de chef de l'exécutif dans le système institutionnel Helvétique,Le Conseil fédéral « exerce, en tant que collège, la fonction de chef d'État, celle de cabinet, de premier ministre et de [...] dernière instance jugeant les recours administratifs »
Comment est organisé le gouvernement suisse ,système présidentiel et un système parlementaire
Le système suisse possede-t-il un président et un premier ministre ,absence de premier ministre ou de président
Comment s'organise le pouvoirs exécutif ,fusion des pouvoirs exécutifs
Quel est le rôle d'un membre du gouvernement ,participer à l'élaboration des décisions du collège et de diriger leur propre département
À quelle heure commence la garde ,07H45 précise
À quelle heure commence la garde ,La garde commence officiellement à 07H45 précise
À partir de quelle heure les pompiers doivent être présents ,les sapeurs-pompiers doivent déjà être présents dans les murs de la caserne à partir de 06H45
D'où viennent les militaires de la BSPP ,les militaires de la BSPP viennent en grande majorité (environ 80%) de la province
Pourquoi les pompiers doivent-ils arriver plus tôt ,pour pouvoir remplacer au besoin leurs collègues en fin de garde, si des interventions se présentent, leur évitant ainsi de finir la garde en retard
Que font les pompiers pour arriver à la caserne à l'heure ,pour pouvoir être à la caserne à l'heure, la plupart des pompiers arrivent la veille au soir
ou habite t il,Los Angeles
ou habite t il,banlieue de Los Angeles
ou habite t il,Los Angeles
comment se remunere t il ,piratant avec un appareil électronique des distributeurs automatiques de billets pour se faire de l'argent de poche
qui est le pere de John,Kyle Reese
comment s'appelle la famille d'accueil,Todd et Jannelle Voigt
pourquoi est il cloitrer,pour avoir tenté de faire sauter une usine d’ordinateurs
pourquoi est il cloitrer,pour avoir tenté de faire sauter une usine d’ordinateurs
qu'est ce qu'un terminator,un cyborg tueur
qu'est ce qu'un terminator,un cyborg tueur
qu'est ce qu'un terminator,cyborg tueur
qui est la mère de John connor,Sarah Connor
quand démarre la guerre atomique,1997
quand démarre la guerre atomique,1997
comment s'appelle le pc,Skynet
comment s'appelle le pc,Skynet
comment s'appelle le pc,Skynet
quel est l'autre nom de john connor,chef de la résistance humaine contre les machines
Avec qui Poutrincourt revient-il s'établir à Port-Royal ,Claude et Charles de Saint-Étienne de La Tour
Avec qui Poutrincourt revient-il s'établir à Port-Royal ,Claude et Charles de Saint-Étienne de La Tour
Avec qui Poutrincourt revient-il s'établir à Port-Royal ,quelques personnes dont Claude et Charles de Saint-Étienne de La Tour
Qui apporte une aide financière à Poutrincourt ,Jésuites
Qui apporte une aide financière à Poutrincourt ,Jésuites
Quels sont les deux lieux où l'affaire est présentée ,la cour et à la Sorbonne
Où les jésuites fondent-ils une colonie rivale ,sur l'île des Monts Déserts
Où les jésuites fondent-ils une colonie rivale ,sur l'île des Monts Déserts
Où les jésuites fondent-ils une colonie rivale ,l'île des Monts Déserts
En quelle année Poutrincourt revient-il s'établir à Port-Royal ,1610
En quelle année Poutrincourt revient-il s'établir à Port-Royal ,1610
Pourquoi l'expérience coloniale n'a pas perduré, scorbut
Quel peuple natif est venu soutenir les explorateurs ,Micmacs
Quel peuple natif est venu soutenir les explorateurs ,Micmacs
Quel peuple natif est venu soutenir les explorateurs ,Micmacs
Quel fléau décime régulièrement les premiers résidents du territoire français du Nouveau Monde, scorbut
Quelle l'extrémité sud atteinte par la campagne d'exploration,cap Cod
Combien de personnes accompagnent De Mons ,80
Combien de personnes accompagnent De Mons ,80
Qui suggère à De Mons de s'établir à la baie française ,Champlain
Qui suggère à De Mons de s'établir à la baie française ,Champlain
En quelle année est-il mis fin au monopole commercial de De Mons ,1607
En quelle année est-il mis fin au monopole commercial de De Mons ,1607
Quel autre nom est donné à la baie française ,baie de Fundy
Qui vient en aide à la colonie ,Micmacs
Qui était le mari de Françoise ,Paul Scarron
Qui était le mari de Françoise ,Paul Scarron
Qui était le mari de Françoise ,Paul
Combien Françoise gagnait-elle ,2 000 livres
Combien Françoise gagnait-elle ,2 000 livres
Combien Françoise gagnait-elle ,2 000 livres
Où Françoise et madame de Montespan se sont-elles connues ,chez le maréchal d'Albret
Qui est le beau-frère d'Henriette ,Roi
Qui est le beau-frère d'Henriette ,Roi
Qui est le beau-frère d'Henriette ,Roi
Qui est la cousine du maréchal d'Albret ,Mme de Montespan
Qui est la cousine du maréchal d'Albret ,Mme de Montespan
Quelle était la culture de la Martinique avant la canne ,tabac
Quand Françoise rentre-t-elle en France ,juillet 1647
Quel est le surnom de Françoise ,belle Indienne
Qui dirigent Marie-Garante ,son père
Qui dirigent Marie-Garante ,Indiens et boucaniers
Quelle île est prospère ,Barbade anglaise
Qui était la tante de Françoise ,Madame de Villette
Que faisait le père de Françoise ,gouverneur des Iles de Marie-Galantes
Avec qui Françoise s'est marié ,le poète burlesque Paul Scarron puis le roi de France Louis XIV
Avec qui Françoise s'est marié ,le poète burlesque Paul Scarron puis le roi de France Louis XIV
Qu'est-ce que Louis XIV développa en Martinique ,canne à sucre
Combien de temops Françoise est-elle restée en Martinique ,six années
Qui est le père de Martin ,Denis
Qui sont les frères et soeurs de Martin ,Line, Claude, Sylvie et Denis junior
Où se sont déroulés les JO de 1956 ,Cortina d'Ampezzo en Italie
A quelle position Martin a été sélectionné ,au 23e rang
A quelle position Martin a été sélectionné ,23e rang
Qu'a fait Denis avant d'être photographe ,gardien de but
Combien de lacs compte Minneapolis ,16
Quelles sont les rivières de Minneapolis ,rivière Minnesota et du Mississippi
Quelle est l'étendue de Minneapolis ,151,3 km2
Qui calcule la superficie de Minneapolis ,Bureau du recensement des États-Unis
A quelle altitude se situe Minneapolis ,entre 209 et 323 mètres
De qui Constant d'Aubigné est-il le père ,Françoise d’Aubigné
De qui Constant d'Aubigné est-il le père ,’Aubigné
Qui est le grand-père de Françoise d’Aubigné ,Agrippa d'Aubigné
Qui est le grand-père de Françoise d’Aubigné ,Agrippa d'Aubigné
Quelle était la religion d’Agrippa d’Aubigné ,protestant
Qu’a fait Constant d’Aubigné à sa première épouse ,assassine
Où Constant d’Aubigné a-t-il été enfermé à Bordeaux ,Château Trompette
Pourquoi le père de Françoise était-il emprisonné ,dettes
Contre qui a eu lieu la finale de NHL ,les Ducks d'Anaheim
Contre qui a eu lieu la finale de NHL ,Tampa Bay
Qui a gagné la coupe Stanley cette année ,Blackhawks
En combien de matchs ,sixième rencontre
Contre qui a eu lieu la finale d'association ,Ducks d'Anaheim
Contre qui a t'il fait son retour ,Nashville
Combien d'équipes contient la ligue ,18
Combien y a t-il d'équipes ,18e
Où l'équipe joue t-elle ,White Plains, New York
Où l'équipe joue t-elle ,White Plains, New York
Quand les Knicks ont-ils pu acquérir l'équipe ,10 mars 2014
Combien d'équipes ont possédé en 2014-2015, une équipe de NBA D League en intégralité ,septième
Combien y a t il de places dans la SAP Arena,14 000 places
Avec quel score  le club SG Kronau/Ostringen a t il perdu la finale,25 à 26
Dans quelle ligue le club joue t il,Bundesliga
Dans quelle ville le club joue t il,Mannheim
Dans quelle ville le club joue t il,Mannheim
A quel rang finit le club la saison 2005/2006,25 à 26
A quel rang finit le club la saison 2005/2006,sixième
De quoi vit la culture archaïque ,ressources halieutiques
De quoi vit la culture archaïque ,ressources halieutiques
À quelle époque est adoptée la céramique ,l'époque où se développe les peuples des Micmacs et des Etchemins
À quelle époque est adoptée la céramique ,vers -500
Quand se déroule la période du grand hiatus ,entre -8000 et -3000
Où se développe la culture archaïque maritime ,près de la mer
Depuis combien de temps est habité le territoire ,au moins onze millénaires
Depuis combien de temps est habité le territoire ,depuis au moins onze millénaires
Quelle est la forme de carapace qui, chez les tortures géantes mâles  du Galapagos, favorise la reproduction ,carapace en forme de selle
Quelle est la période de reproduction des tortues géantes du Galapagos ,La reproduction n'est pas cantonnée à une période précise
A quel volume beuglent les tortues géantes mâles du Galapagos lors de la reproduction  ,bruyamment
Que font deux tortues mâles lorsqu'elles veulent s'accoupler avec une femelle ,ils se soulèvent sur leurs jambes et s'étirent vers le haut en allongeant le cou
Que font deux tortues mâles lorsqu'elles veulent s'accoupler avec une femelle ,ils se soulèvent sur leurs jambes et s'étirent vers le haut en allongeant le cou
Que fait le perdant ,Le perdant quitte la zone
Quelle est la couleur historique ,rouge
Qui remplace yves Le rolland,Mathieu Oullion
Qui remplace yves Le rolland,Le scénariste Mathieu Oullion
Combien de minute dure l'émission ,4 minutes
Quelle marionnette presente l'émission jusqu'en novembre 2017,Jacques Chirac
Par quelle couleur est remplacée le rouge,bleu
qui assure la cohérence des bases de données,mécanismes du système de gestion
le logiciel ne voudra pas quoi,stocker une information
l'usager ne peut pas modifier si,il n'y a pas été préalablement autorisé
l'information doit être conforme à quoi,règles de cohérence
l'information doit être conforme à quoi,aux règles de cohérence
l'information doit être conforme à quoi,règles de cohérence
que peut faire l'usager,supprime une information
de Quel club parle le texte ,l'Inter
Quelle est la. Période analysée ,1989
Quels sont les clubs rivaux de l’inter en 1989 ,le Milan AC, tenant du titre et futur double champion d'Europe, et le SSC Naples
Combien de titres l’inter a t’il obtenus en championnat à cette date,treize
Avec combien de buts Aldo Serena finit il capocannoniere ,22
Par qui fut libéré le Strutthof ,par les Alliés
Quand fut libéré le Strutthof,9 mai 1945
Quand fut libéré le Strutthof,le 9 mai 1945
Combien de personnes périrent au Strutthof ,Environ 65 000 personnes
Combien de juifs périrent au Strutthof ,27 000
Combien de personnes furent déportées Au Strutthof ,110 000 - 127 000
Combien de personnes furent déportées Au Strutthof ,110 000 - 127 000
Quelle technique d'agriculture unique utilisent les acadiens ,assèchement des marais par des levées munies d'aboiteaux
Quelle technique d'agriculture unique utilisent les acadiens ,l'assèchement des marais par des levées munies d'aboiteaux
Quelle technique d'agriculture unique utilisent les acadiens ,assèchement des marais par des levées munies d'aboiteaux
Quand sont construits les premiers aboiteaux ,premiers aboiteaux sont probablement construits durant les années 1640
Quelle technique d'agriculture permet d'obtenir de bonnes terres rapidement ,assèchement
De quoi sont accusés les acadiens utilisant la technique des aboiteaux,d'être fainéants
Où s'installent les acadiens utilisant la technique des aboiteaux ,population s'installe dans de petits hameaux familiaux, où les maisons font face au marais ainsi asséché alors qu'un pâturage et une terre à bois se trouve en arrière
que désigne l'expression filles du roi ,aux femmes et aux filles ayant immigré en Nouvelle-France entre 1663 et 1673
que âge avaient les filles du roi,âgées de 15 à 30 ans
a combien s'élevait la dot des filles du roi ,une dot de 50 livres
qui offrait la dote aux filles du roi ,de la part du roi
qui offrait la dote aux filles du roi ,de la part du roi
a quoi servait la dot des filles du roi ,pour les dépenses liées à leur transport et à leur établissement
a quoi servait la dot des filles du roi ,pour les dépenses liées à leur transport et à leur établissement
Quelle a été la conséquence d’une nouvelle taxe,départ des compagnies
Quelle a été la conséquence d’une nouvelle taxe,départ des compagnies
Quand est construite la première usine,1914
Où est bâtie la première usine moderne,Bathurst
Où est bâtie la première usine moderne,Bathurst
Quel secteur est impacté par la construction de bâteaux,forestier
Quand a été arrêtée la construction de navires,1890
Quelle élection briguée Edward Dickinson Baker en 1859,l'élection à la chambre des représentants des États-Unis
En quelle année l'Oregon est devenu un État des états Unis ,le 14 janvier 1859
A qui s'opposait Edward Dickinson Baker ,les forces démocrates
Edward Dickinson Baker à t-il remporté l'élection de 1859 ,échec à la course pour l'élection à la chambre des représentants
Edward Dickinson Baker à t-il remporté l'élection de 1859 ,échec
En quelle s'est il intéressé a la politique en Oregon,1857
Dans quel domaine forment ils ,droit, de l'économie, de l'histoire, de la science politique, de la géographie, de la sociologie et des langues vivantes
Dans quel domaine forment ils ,pluridisciplinaire
A quels métiers préparent ils,large éventail de professions
Quelles matières sont enseignées ,du droit, de l'économie, de l'histoire, de la science politique, de la géographie, de la sociologie et des langues vivantes
Quels sont les 3 atouts ,une solide culture générale, une aisance dans l'expression orale et une forte capacité de synthèse
Quels sont les 3 atouts ,une solide culture générale, une aisance dans l'expression orale et une forte capacité de synthèse
Pour quelle branche privée sont-ils utiles ,les affaires
De quand datent leurs missions ,1989
Dans quel domaine agissent ils ,formation
Qui forment ils,cadres supérieurs des secteurs public, parapublic et privé
Qui forment ils,cadres supérieurs
Dans quels secteurs interviennent ils,public, parapublic et privé
Quel type de recherche effectuent ils ,sciences politiques et administratives
Quel type de recherche effectuent ils ,sciences politiques et administratives
A quel niveau sont accueillis les étudiants d'autres IEP,masters
A quel niveau sont accueillis les étudiants d'autres IEP,masters
Combien y a-t-il d'IEP,dix
Combien d'IEP proposent un concours commun ,six
Quel lien statutaire ont-ils ,aucun
Que proposent-ils,formations
Quand les IEP sont-ils devenus des établissements publics à caractère scientifique et culturel ,1968
Quand l'IEP de Paris est-il devenu un grand établissement ,1984
Comment s'appelle la catégorie créée en 1984,grands établissements
A quoi est rattaché l'IEP de Bordeaux ,à une université
A quoi est rattaché l'IEP de Bordeaux ,université
Quel est le surnom des IEP,Sciences Po
